"PMN_CODE","COUNTRYCODE","MTC_CHR","GPRS_CHR","SMST_CHR","SMSO_CHR","MOC_CHR_TO_THAILAND","MOC_CHR_LOCAL","MOC_CHR_INTER","GMT_OFFSET","GPRS_MIN","GPRS_ROUND","CHARGE_TYPE","IDD_ACCESS_CODE","ROAMINGAREANUMBER"
"USATL","1",44000,330,0,10000,90000,45000,95000,-6,1000,1000,"1",,
"USAW0","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"USAW1","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"USAW2","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"USAW3","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"USAW4","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"USAW5","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"UZB05","998",95000,430,0,20000,240000,20000,235000,5,1,1,"1",,
"VEN01","58",102000,580,0,14000,125000,35000,180000,-4.3,1,1,"1",,
"VEND3","58",102000,580,0,14000,125000,35000,180000,-4.3,1,1,"1",,
"VENMS","58",102000,580,0,14000,125000,35000,180000,-4.3,1,1,"1",,
"TGOTL","228",65000,600,0,15000,38000,19000,125000,0,1,1,"1",,
"BRASP","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"BOLTE","591",60000,300,0,10000,95000,30000,100000,-4,1,1,"1",,
"MNETM","382",95000,400,0,15000,168000,35000,150000,2,1,1,"1",,
"TUNOR","216",120000,280,0,30000,200000,105000,200000,1,1,1,"1",,
"TZAZN","255",65000,400,0,12000,130000,30000,120000,3,1,1,"1",,
"ANTTC","599",105000,0,0,18000,110000,45000,115000,-4,0,0,"1",,
"UKRAS","380",75000,500,0,11000,240000,36000,220000,3,1,1,"1",,
"KNACW","1",110000,200,0,18000,148000,38000,148000,-4,1,1,"1",,
"JAMCW","1876",110000,200,0,18000,148000,38000,148000,5,1,1,"1",,
"BRACS","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"COLCO","57",95000,750,0,20000,240000,46000,200000,-5,1,1,"1",,
"AGOUT","244",95000,0,0,11000,135000,21000,175000,0,0,0,"1",,
"GHAGM","233",115000,260,0,12000,75000,25000,110000,0,1,1,"1",,
"USAUN","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"ITAWI","39",68000,570,0,13000,126000,42000,83000,1,1,1,"1",,
"CRICL","506",90000,200,0,12000,50000,23000,50000,0,1,1,"1",,
"MEXN3","52",91000,350,0,13000,116000,35000,98000,-5,1,1,"1",,
"MDGTM","261",65000,800,0,12000,130000,30000,120000,1,1,1,"1",,
"LCACW","1758",110000,200,0,18000,148000,38000,148000,-4,1,1,"1",,
"CYMCW","1345",110000,200,0,18000,148000,38000,148000,2,1,1,"1",,
"KENTK","254",100000,230,0,15000,165000,20000,135000,3,1,1,"1",,
"GINGS","224",65000,0,0,18000,175000,40000,250000,0,0,0,"1",,
"AZEAF","994",39000,620,0,8000,175000,14000,138000,4,1,1,"1",,
"SENAZ","221",65000,0,0,18000,270000,80000,270000,0,0,0,"1",,
"ANTUT","599",105000,600,0,18000,110000,45000,115000,-4,0,0,"1",,
"CIV02","225",65000,0,0,12000,130000,30000,120000,0,0,0,"1",,
"TKM02","993",80000,0,0,14000,310000,39000,280000,5,0,0,"1",,
"PRYNP","595",85000,400,0,10000,120000,32000,120000,-4,1,1,"1",,
"DMACW","1767",110000,200,0,18000,148000,38000,148000,-4,1,1,"1",,
"KGZNT","996",75000,300,0,8000,110000,25000,190000,6,1,1,"1",,
"TCACW","1649",110000,200,0,18000,148000,38000,148000,-5,1,1,"1",,
"BRARN","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"ATGCW","1268",110000,200,0,18000,148000,38000,148000,-4,1,1,"1",,
"BRBCW","1246",110000,200,0,18000,148000,38000,148000,-4,1,1,"1",,
"AREDU","971",60000,550,0,20000,92000,36000,145000,4,1,1,"1",,
"AUTTR","43",70000,450,0,19000,145000,37000,140000,2,1,1,"1",,
"BHRB2","973",70000,600,0,18000,124000,34000,95000,3,1,1,"1",,
"BIHK9","387",65000,400,0,12000,130000,30000,120000,1,1000,1000,"1",,
"BRANC","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"BRNBN","673",55000,500,0,17000,78000,14000,115000,8,1000,1000,"1",,
"CANMC","2",55000,330,0,13000,88000,50000,65000,-5,1,1,"1",,
"CHECF","41",48000,570,0,13000,121000,35000,81000,1,1,1,"1",,
"CHEOA","8298",275000,750,0,35000,150000,150000,150000,1,1,1,"1",,
"CHLK8","56",80000,400,0,12000,130000,30000,120000,-4,1000,1000,"1",,
"CHLTM","56",80000,400,0,12000,130000,30000,120000,-4,1,1,"1",,
"KENSA","254",100000,230,0,15000,165000,20000,135000,3,1,1,"1",,
"CYPSC","357",60000,650,0,12000,75000,25000,60000,2,1,1,"1",,
"MMROM","95",60000,60,0,12000,45000,25000,80000,6.5,1,1,"1",,
"USASB","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"USACO","1",44000,330,0,12000,92000,46000,97000,-6,1,1,"1",,
"RUSK4","7",58000,650,0,13000,195000,38000,170000,8,1,1,"1",,
"KAZ77","8",64000,650,0,6000,148000,25000,90000,6,1,1,"1",,
"SHIPS","44",56000,380,0,12000,75000,23000,63000,0,1,1,"1",,
"SWETD","46",50000,250,0,15000,92000,34000,57000,1,1,1,"1",,
"NORTD","47",27000,320,0,10000,58000,28000,40000,1,1,1,"1",,
"PERMO","51",65000,400,0,12000,130000,30000,120000,-5,1,1,"1",,
"PERN3","51",65000,400,0,12000,130000,30000,120000,-5,1,1,"1",,
"MEXMS","52",91000,350,0,13000,116000,35000,98000,-5,1,1,"1",,
"MEXIU","52",91000,350,0,13000,116000,35000,98000,-5,1,1,"1",,
"CUB01","53",65000,300,0,28000,165000,35000,165000,-4,1,1,"1",,
"ARGTM","54",80000,400,0,12000,130000,30000,120000,4,1,1,"1",,
"BRAV1","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"BRAV2","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"BRAV3","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"BRATC","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"COLTM","57",95000,750,0,20000,240000,46000,200000,-5,1,1,"1",,
"TURIS","90",78000,700,0,16000,149000,49000,140000,2,1,1,"1",,
"TURAC","90",78000,700,0,16000,149000,49000,140000,2,1,1,"1",,
"IND10","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND11","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND12","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND14","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND13","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND15","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND16","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"MMRTN","95",60000,60,0,12000,45000,25000,80000,6.5,0,0,"1",,
"SSDMN","211",90000,0,0,13000,75000,25000,230000,3,0,0,"1",,
"SSDVC","211",90000,0,0,13000,75000,25000,230000,3,0,0,"1",,
"SSDGM","211",90000,0,0,13000,75000,25000,230000,3,0,0,"1",,
"MLI02","223",110000,620,0,18000,240000,50000,240000,0,1,1,"1",,
"BFACT","226",70000,200,0,13000,120000,40000,120000,0,1,1,"1",,
"TGOTC","228",65000,600,0,15000,38000,19000,125000,0,1,1,"1",,
"LBR07","231",78000,640,0,31000,148000,44000,142000,0,1,1,"1",,
"CAF03","236",65000,0,0,18000,55000,42000,55000,1,0,0,"1",,
"CMRMT","237",100000,600,0,20000,250000,35000,250000,1,1,1,"1",,
"CPVTM","238",65000,720,0,32000,230000,25000,230000,-1,1,1,"1",,
"CPVCV","238",65000,720,0,32000,230000,25000,230000,-1,1,1,"1",,
"STPST","239",80000,600,0,15000,200000,50000,200000,0,1,1,"1",,
"GNQHT","240",80000,0,0,13000,200000,35000,200000,1,0,0,"1",,
"GABCT","241",140000,120,0,13000,230000,25000,230000,1,1,1,"1",,
"CODCT","243",115000,150,0,12000,115000,45000,115000,1,1,1,"1",,
"CODSA","243",115000,150,0,12000,115000,45000,115000,1,1,1,"1",,
"CODAC","243",115000,150,0,12000,115000,45000,115000,1,1,1,"1",,
"SYCAT","248",70000,240,0,12000,90000,32000,100000,4,1,1,"1",,
"SYCCW","248",70000,240,0,12000,90000,32000,100000,4,1,1,"1",,
"MOZVC","258",60000,340,0,10000,75000,25000,125000,2,1,1,"1",,
"MOZVT","258",60000,340,0,10000,75000,25000,125000,2,1,1,"1",,
"ZMBCE","260",65000,200,0,12000,85000,25000,250000,2,1,1,"1",,
"ZMBCZ","260",65000,200,0,12000,85000,25000,250000,2,1,1,"1",,
"FRARE","262",60000,0,0,12000,75000,25000,60000,4,0,0,"1",,
"ZWEET","263",65000,600,0,12000,280000,50000,300000,2,1,1,"1",,
"ZWEN3","263",65000,600,0,12000,280000,50000,300000,2,1,1,"1",,
"NAM03","264",90000,0,0,12000,100000,23000,100000,0,0,0,"1",,
"LSOET","266",80000,280,0,12000,105000,25000,105000,2,1,1,"1",,
"ABWSE","297",110000,0,0,18000,148000,38000,148000,-4,0,0,"1",,
"ALBVF","355",60000,420,0,13000,100000,30000,130000,2,1,1,"1",,
"ALBEM","355",60000,420,0,13000,100000,30000,130000,2,1,1,"1",,
"ARMKT","374",80000,450,0,6000,175000,33000,175000,0,1,1,"1",,
"ARGCM","54",80000,400,0,12000,130000,30000,120000,4,1,1,"1",,
"CWIDC","81",26000,670,0,12000,80000,26000,85000,9,1,1,"1",,
"DEUO2","49",55000,450,0,12000,77000,39000,69000,1,1,1,"1",,
"DNKHU","45",48000,500,0,16000,105000,29000,55000,1,1,1,"1",,
"DNKMX","45",48000,500,0,16000,105000,29000,55000,1,1,1,"1",,
"ESPT2","34",78000,450,0,16000,115000,34000,75000,2,1,1,"1",,
"ESPVV","34",78000,450,0,16000,115000,34000,75000,2,1,1,"1",,
"FINES","358",38000,230,0,9000,85000,20000,75000,2,1,1,"1",,
"FINTA","358",38000,230,0,9000,85000,20000,75000,2,1,1,"1",,
"FJIVF","679",100000,350,0,16000,95000,25000,80000,0,1,1,"1",,
"FRA09","33",53000,500,0,13000,99000,33000,86000,-10,1,1,"1",,
"BLRBT","375",95000,560,0,15000,168000,35000,150000,3,1,1,"1",,
"MCOM1","377",52000,500,0,16000,220000,25000,260000,1,1,1,"1",,
"MCOM2","377",52000,500,0,16000,220000,25000,260000,1,1,1,"1",,
"UKRUT","380",75000,500,0,11000,240000,36000,220000,3,1,1,"1",,
"YUGTS","381",55000,320,0,7000,250000,32000,250000,2,1,1,"1",,
"MNEPM","382",95000,400,0,15000,168000,35000,150000,2,1,1,"1",,
"SVNVG","386",95000,800,0,15000,168000,35000,150000,2,1,1,"1",,
"MKDMM","389",95000,800,0,15000,168000,35000,150000,1,1,1,"1",,
"SVKO2","421",65000,450,0,12000,125000,24000,99000,1,1,1,"1",,
"ECUOT","593",95000,800,0,15000,168000,35000,150000,-5,1,1,"1",,
"URYTM","598",95000,520,0,15000,168000,35000,150000,-3,1,1,"1",,
"TON01","676",95000,200,0,20000,240000,46000,200000,13,1,1,"1",,
"SLBBM","677",110000,200,0,13000,148000,38000,148000,11,1,1,"1",,
"WSMDP","685",110000,200,0,18000,148000,38000,148000,13,1,1,"1",,
"WSMGS","685",110000,200,0,18000,148000,38000,148000,13,1,1,"1",,
"NCLPT","687",60000,600,0,12000,135000,50000,135000,11,1,1,"1",,
"BTNTC","975",95000,500,0,13000,85000,52000,90000,6,1,1,"1",,
"BHSBH","1242",120000,600,0,13000,250000,250000,250000,-4,1,1,"1",,
"ARGTP","54",80000,400,0,12000,130000,30000,120000,4,1,1,"1",,
"ARM01","374",80000,450,0,6000,175000,33000,175000,0,1,1,"1",,
"ARM05","374",80000,450,0,6000,175000,33000,175000,0,1,1,"1",,
"ATGK9","1268",110000,0,0,18000,148000,38000,148000,-4,0,0,"1",,
"AUSOP","61",39000,530,0,14000,80000,23000,78000,11,1,1,"1",,
"AUSTA","61",39000,530,0,14000,80000,23000,78000,11,1,1,"1",,
"AUSVF","61",39000,530,0,14000,80000,23000,78000,11,1,1,"1",,
"AUTCA","43",70000,450,0,19000,145000,37000,140000,2,1,1,"1",,
"AUTMM","43",70000,450,0,19000,145000,37000,140000,2,1,1,"1",,
"AUTPT","43",70000,450,0,19000,145000,37000,140000,2,1,1,"1",,
"AZEAC","994",39000,620,0,8000,175000,14000,138000,4,1,1,"1",,
"AZEBC","994",39000,620,0,8000,175000,14000,138000,4,1,1,"1",,
"AZEK9","994",39000,620,0,8000,175000,14000,138000,4,1,1,"1",,
"BELKO","32",54000,650,0,11000,130000,35000,95000,1,1,1,"1",,
"BELMO","32",54000,650,0,11000,130000,35000,95000,1,1,1,"1",,
"BELTB","32",54000,650,0,11000,130000,35000,95000,1,1,1,"1",,
"BGDAK","880",68000,300,0,11000,45000,28000,60000,6,1,1,"1",,
"BGDBL","880",68000,300,0,11000,45000,28000,60000,6,1,1,"1",,
"BGDGP","880",68000,300,0,11000,45000,28000,60000,6,1,1,"1",,
"BGDWT","880",68000,300,0,11000,45000,28000,60000,6,1,1,"1",,
"BGR01","359",73000,580,0,13000,114000,21000,90000,2,1,1,"1",,
"BGRCM","359",73000,580,0,13000,114000,21000,90000,2,1,1,"1",,
"BHRBT","973",70000,600,0,18000,124000,34000,95000,3,1,1,"1",,
"BHRMV","973",70000,600,0,18000,124000,34000,95000,3,1,1,"1",,
"BIHER","387",65000,400,0,12000,130000,30000,120000,1,1,1,"1",,
"BLR02","375",95000,560,0,15000,168000,35000,150000,3,1,1,"1",,
"BLRMD","375",95000,560,0,15000,168000,35000,150000,3,1,1,"1",,
"BOLK9","591",60000,300,0,10000,95000,30000,100000,-4,1,1,"1",,
"BOLME","591",60000,300,0,10000,95000,30000,100000,-4,1,1,"1",,
"BRACL","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"BRAK1","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"BRAK2","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"BRAK3","55",56000,430,0,13000,114000,29000,85000,4,1,1,"1",,
"BRBK9","1246",110000,0,0,18000,148000,38000,148000,-4,0,0,"1",,
"BRNBR","673",55000,500,0,17000,78000,14000,115000,8,1,1,"1",,
"BRNDS","673",55000,500,0,17000,78000,14000,115000,8,1,1,"1",,
"BTNBM","975",95000,500,0,13000,85000,52000,90000,6,1,1,"1",,
"CAFK9","236",65000,0,0,18000,55000,42000,55000,0,0,0,"1",,
"CANBM","1",55000,330,0,13000,88000,50000,65000,-5,1,1,"1",,
"CANRW","1",55000,330,0,13000,88000,50000,65000,-5,1,1,"1",,
"CANTS","1",55000,330,0,13000,88000,50000,65000,-5,1,1,"1",,
"FRAF4","590",50000,0,0,15000,165000,34000,165000,-10,0,0,"1",,
"GBRCA","44",56000,380,0,12000,75000,23000,63000,0,1,1,"1",,
"GBRMS","44",56000,380,0,12000,75000,23000,63000,0,1,1,"1",,
"CHEC1","41",48000,570,0,13000,121000,35000,81000,1,1,1,"1",,
"CHEDX","41",48000,570,0,13000,121000,35000,81000,1,1,1,"1",,
"CHEK7","41",48000,0,0,13000,121000,35000,81000,1,1,1,"1",,
"CHEOR","41",48000,570,0,13000,121000,35000,81000,1,1,1,"1",,
"CHLMV","56",80000,400,0,12000,130000,30000,120000,-4,1,1,"1",,
"CHNCT","86",43000,320,0,12000,62000,18000,66000,8,1,1,"1",,
"CHNCU","86",43000,320,0,12000,62000,18000,66000,8,1,1,"1",,
"CIVK9","225",65000,0,0,12000,130000,30000,120000,0,0,0,"1",,
"CIVTL","225",65000,0,0,12000,130000,30000,120000,0,0,0,"1",,
"COKTC","682",68000,300,0,16000,155000,52000,135000,-10,1,1,"1",,
"COLCM","57",95000,750,0,20000,240000,46000,200000,-5,1,1,"1",,
"COLK9","57",95000,750,0,20000,240000,46000,200000,-5,1,1,"1",,
"CRIK9","506",90000,0,0,12000,50000,23000,50000,0,0,0,"1",,
"CYMK9","1345",110000,0,0,18000,148000,38000,148000,2,0,0,"1",,
"CYPCT","357",60000,650,0,12000,75000,25000,60000,2,1,1,"1",,
"CYPK9","357",60000,650,0,12000,75000,25000,60000,2,1,1,"1",,
"CZECM","420",62000,500,0,13000,210000,31000,142000,1,1,1,"1",,
"CZEET","420",62000,500,0,13000,210000,31000,142000,1,1,1,"1",,
"CZERM","420",62000,500,0,13000,210000,31000,142000,1,1,1,"1",,
"DEUD1","49",55000,450,0,12000,77000,39000,69000,1,1,1,"1",,
"DEUD2","49",55000,450,0,12000,77000,39000,69000,1,1,1,"1",,
"DEUE1","49",55000,450,0,12000,77000,39000,69000,1,1,1,"1",,
"DEUE2","49",55000,450,0,12000,77000,39000,69000,1,1,1,"1",,
"DMAK9","1767",110000,0,0,18000,148000,38000,148000,-4,0,0,"1",,
"DNKDM","45",48000,500,0,16000,105000,29000,55000,1,1,1,"1",,
"DNKIA","45",48000,500,0,16000,105000,29000,55000,1,1,1,"1",,
"DNKTD","45",48000,500,0,16000,105000,29000,55000,1,1,1,"1",,
"DOMCL","1809",80000,330,0,12000,130000,30000,120000,-4,1,1,"1",,
"ECUPG","593",95000,800,0,15000,168000,35000,150000,-5,1,1,"1",,
"EGYAR","20",88000,670,0,14000,151000,32000,137000,2,1,1,"1",,
"EGYMS","20",88000,670,0,14000,151000,32000,137000,2,1,1,"1",,
"ESPAT","34",78000,450,0,16000,115000,34000,75000,2,1,1,"1",,
"ESPRT","34",78000,450,0,16000,115000,34000,75000,2,1,1,"1",,
"ESPTE","34",78000,450,0,16000,115000,34000,75000,2,1,1,"1",,
"ESPXF","34",78000,450,0,16000,115000,34000,75000,2,1,1,"1",,
"ESTEM","372",65000,400,0,12000,130000,30000,120000,2,1,1,"1",,
"ESTRB","372",65000,400,0,12000,130000,30000,120000,2,1,1,"1",,
"ESTRE","372",65000,400,0,12000,130000,30000,120000,2,1,1,"1",,
"ETH01","251",82000,0,0,25000,128000,35000,155000,3,0,0,"1",,
"FIN2G","358",38000,230,0,9000,85000,20000,75000,2,1,1,"1",,
"FINAM","358",38000,230,0,9000,85000,20000,75000,2,1,1,"1",,
"FINRL","358",38000,230,0,9000,85000,20000,75000,2,1,1,"1",,
"FINTF","358",38000,230,0,9000,85000,20000,75000,2,1,1,"1",,
"FJIDP","679",100000,350,0,16000,95000,25000,80000,0,1,1,"1",,
"FJIK9","679",100000,350,0,16000,95000,25000,80000,0,1,1,"1",,
"FRAF1","33",53000,500,0,13000,99000,33000,86000,-10,1,1,"1",,
"FRAF2","33",53000,500,0,13000,99000,33000,86000,-10,1,1,"1",,
"FRAF3","33",53000,500,0,13000,99000,33000,86000,-10,1,1,"1",,
"FRATK","33",50000,500,0,15000,165000,34000,165000,-10,1,1,"1",,
"FROFT","298",65000,260,0,12000,130000,30000,120000,0,1,1,"1",,
"GBRAJ","44",60000,380,0,12000,115000,25000,85000,0,1,1,"1",,
"GBRCN","44",56000,380,0,12000,75000,23000,63000,0,1,1,"1",,
"GBRGT","44",65000,380,0,12000,130000,30000,120000,0,1,1,"1",,
"GBRHU","44",56000,380,0,12000,75000,23000,63000,0,1,1,"1",,
"GBRJT","44",60000,380,0,12000,115000,25000,85000,0,1,1,"1",,
"GBRME","44",56000,380,0,12000,75000,23000,63000,0,1,1,"1",,
"GBRMT","44",60000,380,0,12000,75000,25000,60000,0,1,1,"1",,
"GBROR","44",56000,380,0,12000,75000,23000,63000,0,1,1,"1",,
"GBRVF","44",56000,380,0,12000,75000,23000,63000,0,1,1,"1",,
"GEOGC","995",60000,650,0,12000,115000,25000,115000,4,1,1,"1",,
"GEOMA","995",60000,650,0,12000,115000,25000,115000,4,1,1,"1",,
"GHAK9","233",115000,260,0,12000,75000,25000,110000,0,1,1,"1",,
"GHASC","233",115000,260,0,12000,75000,25000,110000,0,1,1,"1",,
"GHAZN","233",115000,260,0,12000,75000,25000,110000,0,1,1,"1",,
"GIBGT","350",60000,650,0,12000,75000,25000,60000,2,1,1,"1",,
"GINK9","224",65000,0,0,18000,175000,40000,250000,0,0,0,"1",,
"GMBQC","220",72000,200,0,31000,115000,39000,115000,0,1,1,"1",,
"GRCCO","30",65000,430,0,13000,89000,23000,62000,3,1,1,"1",,
"GRCPF","30",65000,430,0,13000,89000,23000,62000,3,1,1,"1",,
"GRCSH","30",65000,430,0,13000,89000,23000,62000,3,1,1,"1",,
"GRDK9","1473",110000,0,0,18000,148000,38000,148000,-4,0,0,"1",,
"GRLTG","299",60000,400,0,12000,65000,20000,250000,-3,1,1,"1",,
"GTMSC","502",92000,500,0,12000,130000,30000,120000,-6,1,1,"1",,
"GUMHT","1671",65000,540,0,12000,130000,30000,120000,10,1,1,"1",,
"GUYK9","592",110000,600,0,16000,135000,35000,135000,0,0,0,"1",,
"HKGH3","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HKGHT","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HKGM3","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HKGMC","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HKGPP","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HKGSM","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HKGTC","852",34000,550,0,16000,71000,13000,77000,8,1,1,"1",,
"HNDME","504",100000,420,0,12000,90000,32000,95000,-6,1,1,"1",,
"HRVCN","385",65000,400,0,12000,130000,30000,120000,1,1,1,"1",,
"HRVVI","385",65000,400,0,12000,130000,30000,120000,1,1,1,"1",,
"HUNH1","36",60000,900,0,10000,112000,20000,65000,3,1,1,"1",,
"HUNH2","36",60000,900,0,10000,112000,20000,65000,3,1,1,"1",,
"HUNVR","36",60000,900,0,10000,112000,20000,65000,3,1,1,"1",,
"IDN89","62",36000,470,0,12000,120000,21000,143000,7,1,1,"1",,
"IDNEX","62",36000,470,0,12000,120000,21000,143000,7,1,1,"1",,
"IDNLT","62",36000,470,0,12000,120000,21000,143000,7,1,1,"1",,
"IDNSL","62",36000,470,0,12000,120000,21000,143000,7,1,1,"1",,
"IDNTS","62",36000,470,0,12000,120000,21000,143000,7,1,1,"1",,
"IND02","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND03","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND04","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND05","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND07","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND09","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND17","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
"IND18","91",105000,480,0,20000,96000,47000,96000,5.3,1,1,"1",,
